cust_id,state,checking,savings,primacy
0000172404367001,NY,3798.7,4929.05,True
0000556233740820,CO,751.1,,True
0000931487121169,OH,184.59,1161.93,True
0000772655532324,NY,4934.79,362.18,True
0000938054890338,NY,917.52,2114.71,False
0000659233309375,NY,767.38,10.0,True
0000147676126204,WA,2737.34,1771.7,True
0000101777347002,OH,485.7,10.0,False
0000730793881277,NY,6998.26,,True
0000164292118294,OH,2550.65,,True
0000688384842703,OH,1720.76,4466.88,True
0000309617488037,OH,342.48,1922.57,False
0000522454406299,Other,1498.43,5781.2,True
0000974574984935,NY,1017.57,,True
0000922605652249,OH,8697.81,6800.91,True
0000200428737092,WA,201.1,10.0,False
0000554072495023,OH,1673.48,2575.64,True
0000372571065792,CO,8387.37,7959.81,True
0000582983599449,NY,3761.21,1358.78,True
0000551410457074,Other,3488.46,10.0,False
0000294033053169,PA,7920.3,6193.03,True
0000470045624058,OH,137.95,,False
0000516044180065,OH,984.26,3459.91,True
0000751479537352,OH,3919.41,404.25,False
0000145505917022,OH,179.07,10.0,False
0000592933086977,WA,2406.6,5513.56,True
0000421643340653,OH,4935.75,7310.26,True
0000802426728628,OH,563.89,,False
0000104195382385,OH,660.55,,False
0000563214704042,OH,1036.72,1065.72,False
0000792930010876,NY,6978.22,,True
0000706808762073,NY,1344.81,2739.54,True
0000408423625022,NY,8336.39,,True
0000374982792117,OH,7133.01,2589.55,True
0000419603407757,OH,425.72,472.63,True
0000552178150072,NY,7466.65,,True
0000514338963187,CO,2610.15,1528.92,True
0000990042275464,NY,1951.82,1403.68,True
0000486104452939,NY,1382.9,10.0,False
0000113023987597,CO,604.53,10.0,False
0000353576295685,OH,4950.99,,True
0000405710664880,NY,1283.01,10.0,True
0000129227279836,OH,477.68,748.34,True
0000328267995772,OH,455.99,2520.02,False
0000274887610943,Other,1623.34,,True
0000360920446006,Other,1180.78,,True
0000780219601832,OH,778.51,3281.8,False
0000308672339742,Other,1707.14,10.0,False
0000641215485359,Other,8344.33,8871.52,True
0000967394642305,Other,5072.0,6044.63,True
0000148768630350,PA,21.39,10.0,False
0000681211534624,PA,5734.7,4530.26,True
0000263533522971,WA,594.61,1561.63,False
0000155061958694,Other,2100.46,310.79,True
0000740642793556,OH,598.99,10.0,True
0000543017722488,NY,2947.69,10.0,True
0000169390204036,NY,644.04,4125.99,False
0000835514728767,NY,1794.46,,True
0000917631689314,Other,1173.03,10.0,False
0000685287228859,CO,2113.86,,False
0000916430189169,OH,4667.19,4757.46,True
0000827631694149,NY,2363.42,10.0,False
0000425208886588,NY,567.99,,False
0000854617155490,NY,3128.58,,True
0000544467721327,OH,2996.61,,True
0000685619688609,Other,2417.7,10.0,True
0000602955152530,OH,1363.17,10.0,False
0000970405932572,WA,595.35,1945.69,True
0000933763795727,NY,57.54,10.0,False
0000906489344591,OH,5130.45,2465.48,True
0000208809545300,NY,709.76,10.0,True
0000290215766817,OH,3348.04,4101.44,True
0000486929464755,OH,8442.22,,True
0000190838905554,WA,413.27,1369.03,False
0000127682132854,OH,2116.29,,True
0000619254179830,NY,3392.96,3842.49,True
0000905932111747,Other,1912.71,1992.55,True
0000491928414419,OH,814.44,10.0,False
0000800816029311,OH,166.61,10.0,True
0000813014262278,Other,818.34,10.0,False
0000890708021364,NY,1426.49,1584.43,True
0000454894124949,NY,710.96,,False
0000958592936070,NY,4094.03,10.0,True
0000111207498807,OH,6440.37,6866.81,True
0000448787354360,OH,2457.94,10.0,True
0000777805932566,PA,548.54,10.0,False
0000153057491884,OH,2929.21,773.32,False
0000960436428103,NY,3164.01,,True
0000552743365387,NY,2531.31,1091.5,True
0000555697994670,Other,1104.24,10.0,False
0000360700813718,Other,4603.32,,True
0000953389761619,NY,2371.45,,True
0000546696052959,CO,3040.74,,False
0000622036877872,NY,777.93,,True
0000592267201622,OH,1439.17,5320.08,False
0000437281087754,OH,6066.85,2321.61,True
0000447611936210,NY,3999.01,10.0,False
0000407676754775,Other,7364.04,,True
0000359484897032,Other,755.4,,True
0000988016718020,PA,413.36,1965.63,False
0000206150338229,OH,348.75,2538.48,True
0000372502377958,NY,2880.28,,True
0000626003301713,OH,1372.71,,False
0000680071754873,NY,578.89,10.0,False
0000220256758020,WA,1362.68,,False
0000523848049475,Other,410.81,,False
0000719744449018,NY,0.42,1002.47,False
0000163248270525,NY,1148.0,10.0,False
0000863922432769,PA,1031.06,10.0,False
0000583637160297,OH,87.12,2378.89,False
0000330647747966,OH,1649.63,,False
0000287640685091,NY,70.27,10.0,False
0000282532785660,Other,3715.62,1311.31,True
0000567072472438,NY,4664.76,2113.38,True
0000909943132610,NY,1498.86,,False
0000127865915111,Other,1632.24,4302.06,True
0000756817939728,NY,2941.85,10.0,True
0000608458563598,WA,995.7,,False
0000829395797493,NY,1139.29,,False
0000726023693991,NY,1606.98,,True
0000311841720142,Other,4792.94,,True
0000696881348811,WA,1479.83,,True
0000745682560198,OH,818.67,10.0,False
0000441778933073,OH,3852.33,657.62,True
0000955145521509,OH,3547.09,5757.41,False
0000446716437350,OH,2419.2,1786.1,False
0000152370470747,OH,4428.19,4581.23,True
0000676470309271,PA,854.79,746.17,False
0000235304891284,Other,1055.32,10.0,False
0000647622962586,CO,909.57,2979.85,False
0000814805141515,NY,4881.61,4731.5,True
0000415282004593,OH,590.24,10.0,True
0000876805557473,WA,332.11,,False
0000795464131789,NY,533.79,10.0,False
0000400402625407,OH,2200.26,,False
0000215451672880,OH,33.77,,False
0000732810019267,NY,5931.41,,True
0000784453942069,NY,1608.31,10.0,True
0000337323713979,NY,3482.84,,False
0000976309838309,OH,310.49,10.0,False
0000237114364094,NY,413.43,1429.27,False
0000530693124528,CO,2786.18,10.0,False
0000406579118871,WA,2640.51,,True
0000510994933318,NY,2619.98,242.63,True
0000909993218831,OH,107.94,10.0,False
0000159454866404,NY,1086.31,,False
0000119311439344,WA,3497.46,10.0,True
0000453661302283,OH,2615.58,10.0,True
0000782799471430,Other,511.48,,False
0000103552104260,NY,379.79,290.15,True
0000450799500288,OH,1902.2,,False
0000326029268790,OH,1836.07,3989.89,True
0000909886201319,NY,4758.79,10.0,True
0000281702474792,NY,2344.45,,True
0000684828872119,WA,32.5,492.04,False
0000432068988026,WA,571.05,5167.12,False
0000813480606924,WA,1857.34,10.0,False
0000836614475933,OH,321.8,2912.48,False
0000553955801825,NY,5032.33,6909.35,False
0000615342558936,OH,27.81,4624.72,False
0000674193483752,OH,2606.67,10.0,True
0000956828811671,NY,380.72,,False
0000830849711789,Other,343.61,10.0,False
0000319001292970,NY,4570.0,,True
0000976405700871,Other,1206.53,,False
0000712938554904,OH,913.72,,True
0000385554160715,PA,800.26,,False
0000317010229037,WA,1924.94,10.0,True
0000430629981412,OH,1663.29,,False
0000681475875646,NY,7980.95,2834.86,True
0000563932089927,OH,5003.81,532.27,True
0000526375478370,OH,2272.03,,False
0000430306608377,OH,3557.87,2789.6,True
0000252377120276,NY,508.4,2524.07,False
0000791257092943,NY,1880.25,,False
0000126006464575,OH,341.2,1538.43,False
0000421315711728,NY,1021.97,2870.95,False
0000232303011910,OH,714.93,10.0,False
0000830132540077,WA,459.29,,True
0000551912348307,NY,1437.07,,True
0000562342814487,CO,2859.05,10.0,True
0000650281536895,NY,1369.74,3362.4,False
0000197792493167,WA,1087.96,,True
0000622180303952,OH,1130.02,1962.08,False
0000779137936514,WA,3580.99,10.0,True
0000954947052704,OH,1441.07,,False
0000149920522953,PA,1831.67,3924.82,False
0000134356643044,PA,815.29,,True
0000806097681826,NY,2957.68,1412.97,False
0000194036026709,WA,2491.68,4728.35,True
0000794473978856,Other,16349.74,11079.77,True
0000302079632758,NY,266.67,4772.53,False
0000516032404666,Other,5766.0,,True
0000973223606291,PA,540.12,4323.08,True
0000256534741295,NY,827.13,3082.69,False
0000223442033760,OH,593.9,,False
0000773268598038,NY,6761.74,,True
0000446976466862,NY,4801.93,3630.6,True
0000162565785602,Other,2006.66,10.0,False
0000388735309175,OH,1603.77,,True
0000587382341529,Other,1592.68,3114.21,False
0000661828416640,Other,2768.24,4170.32,True
0000318152253517,NY,3352.09,,True
0000874100984306,Other,85.47,,False
0000681959413709,OH,257.42,10.0,False
0000247290331434,Other,5032.59,,True
0000447207368238,Other,6023.29,7677.77,False
0000215483693463,OH,1799.86,,True
0000485409766553,Other,6713.49,6131.69,True
0000902522114940,WA,5348.44,10.0,True
0000138392308044,CO,93.0,2094.94,False
0000680741563718,OH,389.23,10.0,False
0000784286674307,CO,734.82,5084.83,True
0000178758885475,OH,4122.97,3427.3,True
0000655191327712,Other,5054.98,10.0,True
0000730191706889,CO,5268.14,6981.99,True
0000678135852471,PA,3320.88,10.0,True
0000275665867519,OH,10425.43,6810.92,True
0000122079576720,OH,3557.61,,True
0000249264902499,NY,2580.25,10.0,True
0000376989909996,Other,1032.75,1959.17,True
0000178281053051,OH,193.01,,False
0000237296496880,NY,2435.42,,True
0000179777256778,OH,2705.61,1196.2,False
0000555546331771,Other,1913.58,4852.75,True
0000418612554100,NY,5736.26,5522.92,True
0000115209332556,OH,60.79,10.0,False
0000475604289734,CO,4425.43,,True
0000585549961634,NY,2364.75,10.0,True
0000445003467654,NY,2473.07,1424.93,False
0000763574920883,WA,1098.24,1235.95,False
0000764783851514,CO,1218.92,,False
0000998324949309,OH,1882.31,10.0,True
0000855627532020,NY,1161.05,10.0,True
0000457630903567,Other,3282.69,1386.88,True
0000300354545095,CO,2217.34,,False
0000595610250989,NY,2456.03,10.0,True
0000762190902938,NY,1390.71,199.92,True
0000812621625207,NY,92.55,4533.75,False
0000748912904363,OH,6754.69,6691.52,True
0000762033823106,WA,1572.33,,False
0000351225359543,OH,2662.59,10.0,True
0000195180327534,OH,772.43,10.0,False
0000423755235090,PA,2570.37,10.0,False
0000203303358732,Other,2181.19,10.0,False
0000466029903736,NY,278.58,3461.94,False
0000856217065416,OH,7.24,,False
0000584986832663,PA,2471.91,2434.58,True
0000543695877973,OH,9762.22,601.94,True
0000405095859558,Other,1720.85,2923.33,True
0000529056982218,NY,2260.56,312.15,True
0000889158363359,OH,3277.88,5970.51,False
0000711982353969,NY,315.19,4001.77,True
0000354677302364,NY,3053.1,221.84,True
0000642714323908,WA,7711.72,,True
0000540612484634,OH,100.91,10.0,False
0000889790314441,OH,3682.32,,True
0000402027112161,OH,6464.58,1138.19,True
0000425478475080,WA,5469.13,,True
0000287005125760,NY,2509.74,5118.57,True
0000233735333262,NY,227.26,,False
0000163545260002,WA,6062.04,5291.46,True
0000295596131670,NY,1173.29,4173.56,True
0000968519189171,OH,8607.6,,True
0000433507883805,Other,1831.55,,True
0000130666441380,NY,2155.47,1077.33,True
0000550116055299,OH,525.45,10.0,True
0000611334509063,PA,22.19,10.0,False
0000431169148236,NY,1257.96,,False
0000536693739340,Other,9447.03,,True
0000985337908235,NY,1672.2,,False
0000682179173945,WA,732.6,10.0,False
0000432328832264,OH,810.48,10.0,False
0000469797568497,OH,578.27,2483.12,True
0000734885601968,OH,1890.37,,False
0000794706609083,OH,3714.24,,False
0000910809618962,NY,1298.29,10.0,True
0000957730558904,CO,4995.5,,True
0000799446174184,WA,7145.53,7717.71,True
0000335739870015,WA,4705.58,5071.66,True
0000381951700342,NY,315.2,,False
0000993866276638,OH,1902.02,4104.3,False
0000568449275011,OH,258.59,10.0,False
0000387095009865,NY,935.11,10.0,False
0000691871966277,NY,3739.07,5538.09,True
0000474503620170,Other,849.64,2221.17,False
0000359243100209,NY,739.21,4094.66,False
0000613771753846,Other,4175.02,3247.37,True
0000457672142683,NY,2272.25,2660.91,False
0000408319281251,OH,3625.22,,False
0000886450514690,NY,469.92,781.33,False
0000328289484718,OH,3649.53,3673.51,True
0000943607131131,PA,730.9,10.0,False
0000198698468158,NY,3225.03,,True
0000177579356551,NY,450.4,,False
0000207100211441,OH,1286.76,,True
0000474393625781,PA,3300.27,547.37,True
0000530668302132,OH,3460.74,10.0,False
0000260694843442,NY,3318.13,,True
0000799308127040,NY,495.57,3844.49,False
0000496791442466,PA,4174.85,,True
0000202185077024,OH,409.82,,False
0000392637505014,PA,997.09,2701.44,True
0000202730659334,WA,2408.48,,False
0000974611190540,OH,3397.2,4509.7,True
0000586879855118,Other,534.08,4435.24,True
0000905435918550,NY,118.97,10.0,False
0000264040448206,WA,1304.47,10.0,True
0000537396503324,CO,1494.94,1384.08,True
0000811172119310,OH,3437.98,4382.25,True
0000229572838576,NY,169.81,10.0,False
0000107528895957,OH,1711.22,10.0,True
0000420923525453,OH,256.35,10.0,False
0000779534306763,WA,2258.96,,True
0000515725853272,PA,194.32,10.0,False
0000275788797425,NY,3132.4,1454.64,True
0000851167108774,OH,692.75,,False
0000169042144289,CO,6670.61,7960.55,True
0000864668157172,WA,2072.86,,False
0000449236901476,NY,1281.29,381.44,False
0000442563941782,NY,2707.86,139.45,True
0000362863062010,OH,2178.85,10.0,True
0000184818372314,NY,5258.52,,True
0000560051865883,NY,3176.81,4523.14,False
0000178632365044,Other,5274.13,,True
0000583481220139,CO,4104.56,2693.04,False
0000780209344342,NY,734.13,10.0,False
0000385309135803,OH,2022.86,,False
0000888230657341,OH,2234.01,4603.92,True
0000747393653001,WA,370.37,444.93,False
0000838853864221,WA,611.48,765.3,False
0000300050417542,OH,964.37,10.0,False
0000201328079940,NY,545.96,,False
0000240118213468,CO,4859.64,,True
0000840717990281,Other,1056.58,,False
0000137885230707,OH,2734.75,4449.51,True
0000271226249296,NY,2329.09,6123.28,False
0000195739041391,NY,434.21,4556.97,False
0000736612819139,NY,7323.35,,True
0000452940339075,OH,1466.04,10.0,False
0000155651443654,Other,59.34,767.45,False
0000489039935473,NY,2676.68,10.0,False
0000809997249296,PA,2216.26,,False
0000780285555365,PA,3059.28,112.51,False
0000833982413585,PA,1029.37,10.0,False
0000412435455381,NY,1403.81,10.0,True
0000561836046595,NY,115.43,,False
0000883233300084,NY,5860.31,6244.06,True
0000775943287065,OH,3846.45,10.0,True
0000617101189023,WA,1567.0,4189.59,True
0000491767684387,WA,186.01,,False
0000435736914267,PA,7819.46,,True
0000984027813287,NY,1191.28,10.0,True
0000107306488781,NY,2477.05,,True
0000895370173536,OH,100.26,10.0,False
0000699079694346,PA,1679.34,,False
0000816231595951,NY,2194.51,10.0,True
0000166885034947,WA,1145.78,10.0,False
0000253066009448,OH,2426.68,4370.98,False
0000578015398767,Other,537.85,10.0,True
0000700602194247,NY,3105.22,56.13,True
0000548809834020,Other,7704.87,,True
0000971467682653,OH,4233.69,3785.33,False
0000399027992836,NY,583.17,,False
0000545559501201,Other,17073.77,,True
0000732127993233,OH,900.97,10.0,False
0000281028206493,NY,2510.61,10.0,True
0000125330893230,PA,1030.45,4284.08,False
0000570602731444,WA,4807.48,,True
0000251710497573,NY,3922.65,6653.81,True
0000360342808657,NY,2041.53,10.0,True
0000503417497078,PA,426.22,10.0,False
0000880995127568,CO,8694.3,,True
0000410453394470,CO,767.57,568.93,False
0000720919075561,NY,17859.39,3346.1,True
0000845735106485,OH,4089.49,2416.89,True
0000544234535230,CO,462.45,4730.37,False
0000692100292456,CO,2947.16,10.0,False
0000423476004873,NY,2303.35,2109.03,False
0000258998585686,NY,1507.11,4857.61,False
0000127413451938,NY,3936.51,3205.06,True
0000665601903428,OH,2016.86,4216.63,False
0000372613056132,WA,2443.24,2960.36,True
0000514940537966,NY,1017.16,,True
0000292437940797,NY,1622.31,438.78,False
0000658722706246,OH,7078.68,,True
0000949856469875,Other,2533.14,10.0,False
0000317068139988,Other,4412.58,10.0,True
0000513735424242,NY,1432.4,1103.73,False
0000654887709642,Other,897.01,10.0,False
0000653515821307,NY,2309.75,10.0,True
0000957103329290,OH,1195.58,,True
0000259380943606,CO,147.82,10.0,True
0000451358817942,NY,4894.36,10.0,True
0000209496395917,NY,5356.6,,True
0000703387470160,Other,166.71,4404.88,False
0000407070366113,PA,798.01,,False
0000855848065752,PA,3723.72,,True
0000740935242366,NY,0.1,,False
0000470680090841,OH,2232.82,822.54,False
0000142404015612,NY,162.62,3930.75,False
